Dup_Group,record_id,duplicate_id,author,title,abstract,doi,year,journal,volume,number,pages,isbn,label,source
566,988,988,"Carhart-Harris RL, Bolstridge M, Day CMJ, Rucker J, Watts R, Erritzoe DE, Kaelen M, Giribaldi B, Bloomfield M, Pilling S, Rickard JA, Forbes B, Feilding A, Taylor D, Curran HV, Nutt DJ",Psilocybin with psychological support for treatment-resistant depression: six-month follow-up,"Rationale: Recent clinical trials are reporting marked improvements in mental health outcomes with psychedelic drug-assisted psychotherapy. Objectives: Here, we report on safety and efficacy outcomes for up to 6 months in an open-label trial of psilocybin for treatment-resistant depression. Methods: Twenty patients (six females) with (mostly) severe, unipolar, treatment-resistant major depression received two oral doses of psilocybin (10 and 25 mg, 7 days apart) in a supportive setting. Depressive symptoms were assessed from 1 week to 6 months post-treatment, with the self-rated QIDS-SR16 as the primary outcome measure. Results: Treatment was generally well tolerated. Relative to baseline, marked reductions in depressive symptoms were observed for the first 5 weeks post-treatment (Cohen's d = 2.2 at week 1 and 2.3 at week 5, both p < 0.001); nine and four patients met the criteria for response and remission at week 5. Results remained positive at 3 and 6 months (Cohen's d = 1.5 and 1.4, respectively, both p < 0.001). No patients sought conventional antidepressant treatment within 5 weeks of psilocybin. Reductions in depressive symptoms at 5 weeks were predicted by the quality of the acute psychedelic experience. Conclusions: Although limited conclusions can be drawn about treatment efficacy from open-label trials, tolerability was good, effect sizes large and symptom improvements appeared rapidly after just two psilocybin treatment sessions and remained significant 6 months post-treatment in a treatment-resistant cohort. Psilocybin represents a promising paradigm for unresponsive depression that warrants further research in double-blind randomised control trials. Copyright (C) 2017 The Author(s)",NA,2017,Psychopharmacology,NA,NA,1-NA,NA,NA,NA
566,1042,2710,Carhart-Harris R.L. and Bolstridge M. and Day C.M.J. and Rucker J. and Watts R. and Erritzoe D.E. and Kaelen M. and Giribaldi B. and Bloomfield M. and Pilling S. and Rickard J.A. and Forbes B. and Feilding A. and Taylor D. and Curran H.V. and Nutt D.J.,Psilocybin with psychological support for treatment-resistant depression: six-month follow-up,"Rationale: Recent clinical trials are reporting marked improvements in mental health outcomes with psychedelic drug-assisted psychotherapy. Objectives: Here, we report on safety and efficacy outcomes for up to 6 months in an open-label trial of psilocybin for treatment-resistant depression. Methods: Twenty patients (six females) with (mostly) severe, unipolar, treatment-resistant major depression received two oral doses of psilocybin (10 and 25 mg, 7 days apart) in a supportive setting. Depressive symptoms were assessed from 1 week to 6 months post-treatment, with the self-rated QIDS-SR16 as the primary outcome measure. Results: Treatment was generally well tolerated. Relative to baseline, marked reductions in depressive symptoms were observed for the first 5 weeks post-treatment (Cohen's d = 2.2 at week 1 and 2.3 at week 5, both p < 0.001); nine and four patients met the criteria for response and remission at week 5. Results remained positive at 3 and 6 months (Cohen's d = 1.5 and 1.4, respectively, both p < 0.001). No patients sought conventional antidepressant treatment within 5 weeks of psilocybin. Reductions in depressive symptoms at 5 weeks were predicted by the quality of the acute psychedelic experience. Conclusions: Although limited conclusions can be drawn about treatment efficacy from open-label trials, tolerability was good, effect sizes large and symptom improvements appeared rapidly after just two psilocybin treatment sessions and remained significant 6 months post-treatment in a treatment-resistant cohort. Psilocybin represents a promising paradigm for unresponsive depression that warrants further research in double-blind randomised control trials.Copyright Â© 2017, The Author(s).",http://dx.doi.org/10.1007/s00213-017-4771-x,2018,Psychopharmacology,235,2,399-408,NA,NA,NA
568,2675,2675,De Boor W.,"Psilocybin, a new psychotropic substance","Psilocybe mexicana Heim belongs to the group of Mexican stimulating fungi, used mainly for religious rites. Pharmacologically, it has been neglected for centuries. The Swiss chemist A. Hofmann has isolated from this herb the substance Psilocybin, which he later, in 1958, succeeded in preparing synthetically. It is a phosphorus-containing indole derivative. The psychotropic actions of this substance have been determined in numerous experiments. They involve the perceptive sphere, affectivity and mood. No somatic side effects of significance have so far been observed. It is as yet an open question whether this substance will prove valuable therapeutically.",NA,1959,Dtsch. Med. Wschr,84,31,1392-1393,NA,NA,NA
568,883,883,Anonymous,"[PSILOCYBIN, a new psychotropic substance]",NA,NA,1959,Dtsch Med Wochenschr,84,NA,1392-3,NA,NA,NA
570,1306,235,Hendricks P.S. and Johnson M.W. and Griffiths R.R.,"Psilocybin, psychological distress, and suicidality",NA,http://dx.doi.org/10.1177/0269881115598338,2015,J. Psychopharmacol,29,9,1041-1043,NA,NA,NA
570,2807,2807,"Hendricks, Peter S and Johnson, Matthew W and Griffiths, Roland R","Psilocybin, psychological distress, and suicidality","Comments on the article by Peter S. Hendricks et al. (see record 2015-10904-005). Hendricks, et al found that having ever used any classic psychedelic substance-namely, dimethyltryptamine (DMT), ayahuasca, lysergic acid diethylamide (LSD), mescaline, peyote or San Pedro, or psilocybin was associated with a significantly reduced likelihood of past month psychological distress, past year suicidal thinking, past year suicidal planning, and past year suicide attempt in the United States adult population. The current findings demonstrate that the potentially beneficial effects of classic psychedelic use. It is concluded that psilocybin in particular may thus hold promise as an innovative mental health intervention and suicide prophylaxis. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",http://dx.doi.org/10.1177/0269881115598338 and http://dx.doi.org/10.1177/0269881115598338,2015,Journal of Psychopharmacology,29,9,1041-1043,NA,NA,NA
575,2777,2777,"Hendrie, Colin and Pickles, Alasdair",Psilocybin: Panacea or placebo?,"There are various approaches to increase the knowledge on mental health and wellbeing of these caregivers. Findings from research in low-income and middle-income countries show a brief educational intervention reduced distress for family caregivers who take care of people with dementia. Investigation into whether education would have a similar effect for stay-in-hospital caregivers would be worthwhile. Use of Balint groups, in which groups of clinicians meet and discuss cases to deal with their negative feelings such as anger and frustration, could be another approach. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",http://dx.doi.org/10.1016/S2215-0366%2816%2930103-1 and http://dx.doi.org/10.1016/S2215-0366%2816%2930103-1,2016,The Lancet Psychiatry,3,9,805-806,NA,NA,NA
575,1289,1289,Hendrie C. and Pickles A.,Psilocybin: panacea or placebo?,NA,http://dx.doi.org/10.1016/S2215-0366%2816%2930103-1,2016,Lancet Psychiatry,3,9,805-806,NA,NA,NA
575,83,83,"Hendrie, Colin and Pickles, Alasdair",Psilocybin: panacea or placebo?,NA,https://dx.doi.org/10.1016/S2215-0366(16)30103-1,2016,Lancet Psychiatry,3,9,805-6,NA,NA,NA
576,1155,135,Breckenridge A. and Grobbee D.E.,Psilocybin: Promising results in double-blind trials require confirmation by real-world evidence,NA,http://dx.doi.org/10.1177/0269881116675784,2016,J. Psychopharmacol,30,12,1218-1219,NA,NA,NA
576,2763,2763,"Breckenridge, Alasdair and Grobbee, Diederick E",Psilocybin: Promising results in double-blind trials require confirmation by real-world evidence,"Comments on an article by Stephen Ross et al. (see record 2016-58838-002) & Roland R Griffiths et al. (see record 2016-58838-003). Both the studies raise important regulatory and methodological questions as regulators consider approving follow-on studies leading to general patient access. More specifically, the question is what research is needed now to be able to move the treatment from a randomised controlled environment to larger numbers of patients in a real-world care setting. The results of two well-controlled blinded trials, showing persisting improvements in depression and anxiety in patients with life-threatening cancer with a single administration of psilocybin-assisted therapy, provide an important opportunity for the clinical management of such patients. Given additional circumstantial data on safety and tolerability of psilocybin, this paves the way for larger pragmatic trials in less selected patients under real-world conditions, including routine care as a comparator, to promote the use of this treatment in clinical practice with confidence. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",http://dx.doi.org/10.1177/0269881116675784 and http://dx.doi.org/10.1177/0269881116675784,2016,Journal of Psychopharmacology,30,12,1218-1219,NA,NA,NA
